@relation compiledtraffic
@attribute Time numeric
@attribute isbA numeric
@attribute isbB numeric
@attribute isbC numeric
@attribute ismA numeric
@attribute ismB numeric
@attribute ismC numeric
@attribute vsbA numeric
@attribute vsbB numeric
@attribute vsbC numeric
@attribute vsmA numeric
@attribute vsmB numeric
@attribute vsmC numeric
@attribute isbARmsValue numeric
@attribute isbBRmsValue numeric
@attribute isbCRmsValue numeric
@attribute ismARmsValue numeric
@attribute ismBRmsValue numeric
@attribute ismCRmsValue numeric
@attribute vsbARmsValue numeric
@attribute vsbBRmsValue numeric
@attribute vsbCRmsValue numeric
@attribute vsmARmsValue numeric
@attribute vsmBRmsValue numeric
@attribute vsmCRmsValue numeric
@attribute isbATrapAreaSum numeric
@attribute isbBTrapAreaSum numeric
@attribute isbCTrapAreaSum numeric
@attribute ismATrapAreaSum numeric
@attribute ismBTrapAreaSum numeric
@attribute ismCTrapAreaSum numeric
@attribute vsbATrapAreaSum numeric
@attribute vsbBTrapAreaSum numeric
@attribute vsbCTrapAreaSum numeric
@attribute vsmATrapAreaSum numeric
@attribute vsmBTrapAreaSum numeric
@attribute vsmCTrapAreaSum numeric
@attribute t numeric
@attribute GooseTimestamp numeric
@attribute SqNum numeric
@attribute StNum numeric
@attribute cbStatus numeric
@attribute frameLen numeric
@attribute ethDst {01:a0:f4:08:2f:77, FF:FF:FF:FF:FF:11, FF:FF:FF:FF:FF:22, FF:FF:FF:FF:FF:33, FF:FF:FF:FF:FF:44, FF:FF:FF:FF:FF:55, FF:FF:FF:FF:FF:66, FF:FF:FF:FF:FF:FF, FF:FF:FF:FF:FF:77, FF:FF:FF:FF:FF:AA, FF:FF:FF:FF:FF:BB, FF:FF:FF:FF:FF:CC, FF:FF:FF:FF:FF:DD, FF:FF:FF:FF:FF:EE, FF:FF:FF:FF:FF:AB, FF:FF:FF:FF:FF:AC}
@attribute ethSrc {00:a0:f4:08:2f:77, FF:FF:FF:FF:FF:11, FF:FF:FF:FF:FF:22, FF:FF:FF:FF:FF:33, FF:FF:FF:FF:FF:44, FF:FF:FF:FF:FF:55, FF:FF:FF:FF:FF:66, FF:FF:FF:FF:FF:FF, FF:FF:FF:FF:FF:77, FF:FF:FF:FF:FF:AA, FF:FF:FF:FF:FF:BB, FF:FF:FF:FF:FF:CC, FF:FF:FF:FF:FF:DD, FF:FF:FF:FF:FF:EE, FF:FF:FF:FF:FF:AB, FF:FF:FF:FF:FF:AC}
@attribute ethType {0x000077b7, 0x000088b8}
@attribute gooseTimeAllowedtoLive numeric
@attribute gooseAppid {0x00003002, 0x00003001}
@attribute gooseLen numeric
@attribute TPID {0x7101, 0x8100}
@attribute gocbRef {LD/LLN0$IntLockB, LD/LLN0$GO$gcbA}
@attribute datSet {LD/LLN0$IntLockA, AA1C1Q01A1LD0/LLN0$InterlockingC}
@attribute goID {InterlockingF, InterlockingA}
@attribute test {TRUE, FALSE}
@attribute confRev numeric
@attribute ndsCom {TRUE, FALSE}
@attribute numDatSetEntries numeric
@attribute APDUSize numeric
@attribute protocol {SV, GOOSE}
@attribute stDiff numeric
@attribute sqDiff numeric
@attribute gooseLengthDiff numeric
@attribute cbStatusDiff numeric
@attribute apduSizeDiff numeric
@attribute frameLengthDiff numeric
@attribute timestampDiff numeric
@attribute tDiff numeric
@attribute timeFromLastChange numeric
@attribute delay numeric
@attribute @class@ {normal, random_replay, inverse_replay, masquerade_fake_fault, masquerade_fake_normal, injection, high_StNum, poisoned_high_rate}
@data
3799.581,-0.6418735,-0.015307129,0.2491415,8.8681234E-5,3.0302266E-5,-0.41865945,0.051126514,-0.08830532,0.03294746,-0.005158175,-0.10381824,0.02860543,0.5091750717978156,-0.003445191128321312,0.0,1.1540412534394306E-4,0.0,0.0018006328581918751,0.0,1.9407276193039724E-7,0.0,-7.23319103224096E-8,0.0,-0.0018181010575517575,0.0,-2.6576685201007422E-5,0.0,2.2941768690998288E-5,0.0,2.709415412027738E-7,0.0,-4.757595344528909E-5,0.0,6.936533957002666E-6,0.0,-4.757595344528909E-5,3799.50631,3799.53931,4,773,1, 260, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 246, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 246, GOOSE,0, 1, 0, 0, 0, 0, 0.02500000000009095, 0.0, 0.032999999999901775, 0.04174468749988591,normal
48.94292306442003,0.039583057,0.03755769,-0.07476424,0.10033893,-0.055767745,-0.04684086,0.04157226,-0.096341126,0.05476865,0.04242394,-0.09434437,0.051915806,0.0,-2.3820179639866268E-5,0.0,6.221739490719358E-6,0.0,1.6901896848331432E-5,0.0,-2.7052543254413308E-5,0.0,3.218222190903841E-5,0.0,-4.388508212382902E-6,0.0,8.974531564009958E-6,0.0,2.311908169128074E-5,0.0,-3.2088361371584995E-5,0.0,-3.136913757409432E-5,0.0,2.320896596197386E-5,0.0,-3.136913757409432E-5,38.01659,1038.01659,1776,69,0, 257, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 243, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 243, GOOSE,0, 1, -7, 0, -7, -7, 1000.0, 0.0, 1000.0, -989.07367694458,normal
49.29337,0.061096862,-0.053085074,-0.0070987544,0.026821312,-0.095817685,0.06780033,-0.07440414,-0.015552166,0.089933224,-0.071511894,-0.016980696,0.08850915,0.0,2.137147716707588E-5,0.0,-1.8824658498672875E-8,0.0,-2.1035502994593003E-5,0.0,-1.3544104875640173E-5,0.0,3.884979717660997E-5,0.0,-2.5542448109039384E-5,0.0,3.28163937661774E-5,0.0,-1.814908853958741E-5,0.0,-1.4660959154699782E-5,0.0,-1.4127937030705695E-5,0.0,-1.780795763917098E-5,0.0,-1.4127937030705695E-5,49.01659,49.01659,767,2782,0, 257, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 243, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 243, GOOSE,0, 1, -2, 0, -2, -2, 1000.0, 0.0, 0.0, 0.27677929321288985,normal
91.08904,-0.039827935,-0.023363475,0.061062034,-0.083665505,0.028829563,0.056919225,-0.051421423,0.09241308,-0.0409882,-0.05138824,0.090210915,-0.038818788,0.0,2.59465332473674E-4,0.0,-1.5060517160048192E-5,0.0,-2.450549575816474E-4,0.0,-3.1712398303573863E-4,0.0,-3.3154397094392607E-6,0.0,3.2093860020898646E-4,0.0,-2.281994340647131E-5,0.0,4.242678373511666E-5,0.0,-1.9614681079360707E-5,0.0,-1.6832641399844306E-5,0.0,3.553425463258264E-5,0.0,-1.6832641399844306E-5,91.01659,91.01659,1626,306,0, 256, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 242, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 242, GOOSE,0, 1, -2, 0, -2, -2, 1000.0, 0.0, 0.0, 0.07245266357422508,normal
2583.1162,-0.015706012,0.08887629,-0.071929336,0.055240303,0.033653714,-0.08972197,0.09954273,-0.06425716,-0.035266668,0.0981921,-0.06175612,-0.03646411,0.0,-9.415796755263273E-5,0.0,-2.0233833264171608E-4,0.0,2.94874769707576E-4,0.0,2.4238557330136246E-5,0.0,1.9558201319114232E-4,0.0,-2.182729816695428E-4,0.0,-2.3689832261197807E-5,0.0,4.3976739966922196E-5,0.0,-2.028765325690074E-5,0.0,-2.0963408900342984E-5,0.0,4.8179641666479256E-5,0.0,-2.0963408900342984E-5,2583.01659,2583.01659,4764,1394,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0996209374998216,normal
63.5730423881505,-0.036156386,0.096426465,-0.05970983,0.03451546,0.028628074,-0.06337299,0.09354578,-0.050439518,-0.04308809,0.092176236,-0.04793495,-0.0442623,0.0,4.53576849781534E-4,0.0,-3.659588449473894E-4,0.0,-8.604931094668977E-5,0.0,-3.9205763276983774E-4,0.0,3.7214321710576925E-4,0.0,1.8200353504749245E-5,0.0,3.2648120664280356E-5,0.0,-3.401161119404028E-5,0.0,1.367156551301818E-6,0.0,7.89069586737412E-6,0.0,-3.816355370900304E-5,0.0,7.89069586737412E-6,38.01659,1038.01659,1791,69,0, 257, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 243, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 243, GOOSE,0, 1, -7, 0, -7, -7, 1000.0, 0.0, 1000.0, -974.4435576208496,normal
43.827726836392685,0.04674794,0.024631657,-0.06900684,0.09948384,-0.070387445,-0.031421,0.024014492,-0.09264061,0.06862183,0.02534888,-0.0910284,0.06567862,0.0,-2.047098688118254E-5,0.0,1.1916749675044969E-5,0.0,8.664082413289975E-6,0.0,1.7390907724568194E-5,0.0,3.271521370096231E-5,0.0,-5.011470732974033E-5,0.0,3.250157455525482E-5,0.0,-1.3582248655108486E-5,0.0,-1.8912104794210904E-5,0.0,-1.878379749609138E-5,0.0,-1.2904006668867929E-5,0.0,-1.878379749609138E-5,38.01659,1038.01659,1771,69,0, 257, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 243, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 243, GOOSE,0, 1, -7, 0, -7, -7, 1000.0, 0.0, 1000.0, -994.1888731726074,normal
2583.7527,-0.06831782,0.032242283,0.033842206,-0.0638665,0.10457388,-0.03832972,0.048664197,0.047987666,-0.09662765,0.04626016,0.04835309,-0.09462182,0.0,8.020337764946817E-5,0.0,-4.7393091641367846E-5,0.0,-4.119513803857444E-5,0.0,-1.027642902045045E-4,0.0,7.512331740144873E-5,0.0,3.587359547196911E-5,0.0,1.2011590325045063E-5,0.0,6.3400484577869065E-6,0.0,-1.8340579060804885E-5,0.0,-1.68609502821937E-5,0.0,7.592219702701186E-6,0.0,-1.68609502821937E-5,2583.60631,2583.63931,4,1396,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.02500000000009095, 0.0, 0.032999999999901775, 0.11337554687497686,normal
42.215553,-0.045944896,0.07972342,-0.033602208,0.021073423,0.066329755,-0.0872407,0.095511585,-0.029396722,-0.06608989,0.09317379,-0.027077049,-0.066117115,0.0,-6.659039457401761E-5,0.0,-9.412641690076384E-6,0.0,7.579945853519732E-5,0.0,6.037897576882667E-5,0.0,5.299088725285728E-5,0.0,-1.1305618635892856E-4,0.0,2.947966156519044E-5,0.0,-5.739084937728123E-6,0.0,-2.373283451251318E-5,0.0,-2.4604344342815665E-5,0.0,-3.2775171562304806E-6,0.0,-2.4604344342815665E-5,38.01659,1038.01659,1770,69,0, 257, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 243, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 243, GOOSE,0, 1, -7, 0, -7, -7, 1000.0, 0.0, 1000.0, -995.8010367163085,normal
67.36017,-0.04221186,-0.034302954,0.07414586,-0.0998435,0.06275757,0.039372794,-0.035307273,0.09519471,-0.05988577,-0.036336947,0.09332545,-0.05698556,0.0,7.4298008265749615E-6,0.0,-9.01470550163097E-6,0.0,1.4319059484790841E-6,0.0,-6.555321123258295E-6,0.0,-3.535168204837902E-5,0.0,4.1946272438170285E-5,0.0,-3.238326328580676E-5,0.0,1.4915530102799224E-5,0.0,1.7460691006832008E-5,0.0,1.763735401238975E-5,0.0,1.3802628886061541E-5,0.0,1.763735401238975E-5,38.01659,1038.01659,1795,69,0, 257, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 243, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 243, GOOSE,0, 1, -7, 0, -7, -7, 1000.0, 0.0, 1000.0, -970.6564215429687,normal
